0.299981
0.260529
0.222942
0.189088
0.160832
0.140042
0.128582
0.124150
0.124440
0.127149
0.129973
0.130606
0.129489
0.127057
0.123750
0.120004
end

0.299964
0.253434
0.210534
0.174893
0.150140
0.139906
0.133774
0.130731
0.129762
0.129852
0.129988
0.129154
0.127545
0.125353
0.122775
0.120002
end

0.299841
0.222282
0.160658
0.130904
0.148955
0.140308
0.134925
0.132005
0.130744
0.130341
0.129990
0.128891
0.127193
0.125046
0.122598
0.120001
end

