   304
0.000000000000e+000	0.000000000000e+000	-7.500000000000e-001
-3.862712400000e-002	-6.690414200000e-002	-7.377641300000e-001
3.862712400000e-002	-6.690414200000e-002	-7.377641300000e-001
-7.725424900000e-002	0.000000000000e+000	-7.377641300000e-001
7.725424900000e-002	0.000000000000e+000	-7.377641300000e-001
-3.862712400000e-002	6.690414200000e-002	-7.377641300000e-001
3.862712400000e-002	6.690414200000e-002	-7.377641300000e-001
0.000000000000e+000	-1.469463100000e-001	-7.022542500000e-001
-7.347315700000e-002	-1.272592400000e-001	-7.022542500000e-001
7.347315700000e-002	-1.272592400000e-001	-7.022542500000e-001
-1.272592400000e-001	-7.347315700000e-002	-7.022542500000e-001
1.272592400000e-001	-7.347315700000e-002	-7.022542500000e-001
-1.469463100000e-001	0.000000000000e+000	-7.022542500000e-001
1.469463100000e-001	0.000000000000e+000	-7.022542500000e-001
-1.272592400000e-001	7.347315700000e-002	-7.022542500000e-001
1.272592400000e-001	7.347315700000e-002	-7.022542500000e-001
-7.347315700000e-002	1.272592400000e-001	-7.022542500000e-001
7.347315700000e-002	1.272592400000e-001	-7.022542500000e-001
0.000000000000e+000	1.469463100000e-001	-7.022542500000e-001
-3.512108200000e-002	-1.991815500000e-001	-6.469463100000e-001
3.512108200000e-002	-1.991815500000e-001	-6.469463100000e-001
-1.011271200000e-001	-1.751573200000e-001	-6.469463100000e-001
1.011271200000e-001	-1.751573200000e-001	-6.469463100000e-001
-1.549357400000e-001	-1.300065300000e-001	-6.469463100000e-001
1.549357400000e-001	-1.300065300000e-001	-6.469463100000e-001
-1.900568200000e-001	-6.917502700000e-002	-6.469463100000e-001
1.900568200000e-001	-6.917502700000e-002	-6.469463100000e-001
-2.022542500000e-001	0.000000000000e+000	-6.469463100000e-001
2.022542500000e-001	0.000000000000e+000	-6.469463100000e-001
-1.900568200000e-001	6.917502700000e-002	-6.469463100000e-001
1.900568200000e-001	6.917502700000e-002	-6.469463100000e-001
-1.549357400000e-001	1.300065300000e-001	-6.469463100000e-001
1.549357400000e-001	1.300065300000e-001	-6.469463100000e-001
-1.011271200000e-001	1.751573200000e-001	-6.469463100000e-001
1.011271200000e-001	1.751573200000e-001	-6.469463100000e-001
-3.512108200000e-002	1.991815500000e-001	-6.469463100000e-001
3.512108200000e-002	1.991815500000e-001	-6.469463100000e-001
0.000000000000e+000	-2.377641300000e-001	-5.772542500000e-001
-6.153788500000e-002	-2.296625100000e-001	-5.772542500000e-001
6.153788500000e-002	-2.296625100000e-001	-5.772542500000e-001
-1.188820600000e-001	-2.059097800000e-001	-5.772542500000e-001
1.188820600000e-001	-2.059097800000e-001	-5.772542500000e-001
-1.681246300000e-001	-1.681246300000e-001	-5.772542500000e-001
1.681246300000e-001	-1.681246300000e-001	-5.772542500000e-001
-2.059097800000e-001	-1.188820600000e-001	-5.772542500000e-001
2.059097800000e-001	-1.188820600000e-001	-5.772542500000e-001
-2.296625100000e-001	-6.153788500000e-002	-5.772542500000e-001
2.296625100000e-001	-6.153788500000e-002	-5.772542500000e-001
-2.377641300000e-001	0.000000000000e+000	-5.772542500000e-001
2.377641300000e-001	0.000000000000e+000	-5.772542500000e-001
-2.296625100000e-001	6.153788500000e-002	-5.772542500000e-001
2.296625100000e-001	6.153788500000e-002	-5.772542500000e-001
-2.059097800000e-001	1.188820600000e-001	-5.772542500000e-001
2.059097800000e-001	1.188820600000e-001	-5.772542500000e-001
-1.681246300000e-001	1.681246300000e-001	-5.772542500000e-001
1.681246300000e-001	1.681246300000e-001	-5.772542500000e-001
-1.188820600000e-001	2.059097800000e-001	-5.772542500000e-001
1.188820600000e-001	2.059097800000e-001	-5.772542500000e-001
-6.153788500000e-002	2.296625100000e-001	-5.772542500000e-001
6.153788500000e-002	2.296625100000e-001	-5.772542500000e-001
